Amount,PersonID,FamilySize,Distance,Duration,DirectVisits,OnlineVisits,Quantity,NumberofFrequentItems,TransactionMode,Area,Occupation
3075,C2714,2,4,459,16,13,1410,14,1,Area1,1
3213,C2717,3,6,375,17,17,763,17,2,Area1,2
3875,C2718,3,5,371,13,11,1850,13,2,Area1,2
3438,C2729,3,5,366,18,11,138,18,1,Area1,3
4313,C2731,3,10,300,23,22,2242,23,2,Area1,3
5752,C2741,4,6,435,15,15,6588,9,2,Area1,2
8050,C2743,5,17,443,24,18,2693,17,1,Area1,2
9820,C2746,3,6,367,32,29,226,24,2,Area1,2
11678,C2754,3,6,267,36,36,1387,27,2,Area1,3
4188,C2756,2,7,234,13,12,3776,13,2,Area1,3
6250,C2763,4,8,436,23,23,1384,23,2,Area1,3
3250,C2769,3,9,302,12,12,350,12,2,Area1,1
5249,C2781,3,8,386,30,19,505,26,2,Area1,3
5500,C2795,3,8,410,32,29,4162,32,2,Area1,1
3844,C2798,3,7,335,15,15,869,15,2,Area1,1
5250,C2802,3,9,226,23,23,192,23,2,Area1,1
3657,C2805,3,8,155,15,14,145,13,1,Area1,3
3856,C2809,3,7,207,18,18,634,18,2,Area1,1
5750,C2812,2,7,437,28,24,687,26,1,Area1,3
3000,C2820,3,23,207,11,11,376,11,2,Area1,2
3313,C2821,3,7,174,21,16,1797,21,2,Area1,3
6750,C2824,3,6,225,13,13,583,5,2,Area1,3
3563,C2828,3,5,378,13,13,534,13,2,Area1,1
6188,C2830,3,6,250,26,22,3469,26,2,Area1,1
11417,C2831,2,5,397,29,26,214,20,2,Area1,3
2625,C2834,3,6,312,8,8,1580,8,2,Area1,2
2636,C2836,2,8,332,10,8,129,6,2,Area1,2
9624,C2840,4,20,362,29,29,3539,27,2,Area1,1
3500,C2842,4,7,235,2,2,20,1,2,Area1,3
2750,C2849,3,5,420,18,15,2096,16,1,Area1,2
3375,C2852,4,20,373,30,22,925,30,1,Area1,3
3817,C2854,3,5,111,13,13,288,10,2,Area1,2
4438,C2857,3,8,364,13,13,1207,13,2,Area1,3
4938,C2858,4,10,457,13,13,1064,13,2,Area1,1
3249,C2862,2,5,394,12,12,2786,12,2,Area1,3
4344,C2866,4,6,463,24,17,1616,24,2,Area1,1
3813,C2867,2,7,410,10,10,561,10,2,Area1,1
3200,C2868,2,6,303,13,12,644,12,1,Area1,2
2700,C2872,3,6,398,16,16,7306,14,2,Area1,2
2750,C2876,3,10,155,9,9,388,9,2,Area1,1
4342,C2884,3,6,331,19,16,519,16,1,Area1,1
2626,C2888,3,6,433,17,12,1347,17,1,Area1,2
2656,C2895,3,5,238,20,15,1468,20,2,Area1,3
2824,C2898,2,5,463,8,8,1289,4,1,Area1,2
3825,C2900,3,5,197,20,18,821,18,2,Area1,3
4680,C2907,3,6,367,10,10,81,4,2,Area1,2
18806,C2908,4,6,457,85,76,2515,85,2,Area1,2
3284,C2911,3,6,157,6,6,131,1,2,Area1,1
5278,C2912,2,6,366,9,9,1188,2,2,Area1,1
2670,C2913,2,5,353,8,8,1,0,2,Area1,2
3375,C2914,3,7,156,14,14,483,14,2,Area1,3
3407,C2915,3,6,466,20,20,2184,20,2,Area1,3
4250,C2924,3,7,363,7,7,1299,7,2,Area1,3
2500,C2927,3,8,370,15,9,2979,15,2,Area1,1
3137,C2928,3,10,354,17,16,444,16,2,Area1,1
4917,C2931,4,5,336,12,13,378,3,2,Area1,3
5437,C2933,3,8,359,25,20,163,22,2,Area1,1
3188,C2934,3,23,332,13,13,266,13,2,Area1,2
11106,C2938,3,6,236,16,22,727,8,2,Area1,3
2875,C2942,3,9,430,12,12,486,12,2,Area1,1
5501,C2945,4,7,413,34,27,1569,34,1,Area1,3
3724,C2946,3,6,371,17,11,94,12,1,Area1,2
3500,C2947,3,10,346,14,13,3087,14,2,Area1,3
4188,C2948,4,11,306,21,14,299,21,2,Area1,2
4500,C2955,3,8,404,26,21,779,26,2,Area1,3
3906,C2956,2,6,471,19,16,297,19,2,Area1,3
3875,C2964,3,5,457,14,11,484,14,2,Area1,2
5739,C2967,4,6,346,18,16,2930,9,2,Area1,3
3974,C2968,2,7,434,10,10,1026,7,2,Area1,2
4681,C2970,4,9,334,19,15,996,16,2,Area1,2
5188,C2982,2,5,434,36,26,2610,36,2,Area1,3
4325,C2983,3,7,344,17,17,3114,15,2,Area1,3
2501,C2992,3,6,434,13,13,2317,13,1,Area1,1
6224,C2994,3,9,390,26,22,481,19,2,Area1,2
6438,C2995,3,8,402,15,15,1028,9,2,Area1,3
2938,C2999,3,5,179,13,10,1288,13,2,Area1,2
4750,C3001,3,6,425,14,12,1802,14,2,Area1,1
3250,C3005,2,6,453,13,13,131,13,2,Area1,2
4762,C3010,3,6,312,23,20,2991,21,1,Area1,1
3876,C3014,3,6,363,19,19,2120,19,1,Area1,2
2563,C3028,3,7,256,11,11,3008,11,2,Area1,3
7085,C3030,2,6,377,29,29,3247,28,2,Area1,2
4313,C3035,6,8,358,17,17,1,17,2,Area1,2
9563,C3036,2,7,391,27,26,1466,27,2,Area1,1
4437,C3041,3,6,382,6,6,824,2,2,Area1,2
4750,C3043,8,8,398,22,21,2869,22,2,Area1,2
3187,C3044,3,11,423,9,9,1485,9,2,Area1,2
5268,C3046,3,7,333,23,17,333,19,2,Area1,2
3438,C3049,4,9,465,13,13,1636,13,2,Area1,2
3673,C3055,3,9,470,13,13,777,13,2,Area2,2
6706,C3057,3,6,413,23,23,1429,20,2,Area1,1
2562,C3062,3,6,385,15,11,693,13,2,Area1,1
5250,C3071,3,3,117,17,17,117,17,2,Area1,2
5636,C3072,3,6,447,28,21,3841,23,1,Area1,3
14962,C3082,2,4,438,49,47,4410,40,2,Area1,3
7107,C3083,2,6,465,41,33,622,40,2,Area1,3
4437,C3091,2,6,130,6,6,248,2,2,Area1,1
4686,C3093,2,5,352,8,7,627,4,2,Area1,2
2787,C3094,2,6,369,17,13,1777,17,1,Area1,3
2750,C3103,2,6,374,16,16,733,16,2,Area1,2
2563,C3108,2,6,262,12,8,76,12,2,Area1,3
7000,C3113,4,9,393,18,18,808,14,2,Area1,1
2688,C3115,2,6,374,11,9,3079,11,2,Area1,1
4637,C3120,2,6,368,15,15,560,14,2,Area1,3
2750,C3126,3,8,378,7,7,2639,7,2,Area1,3
3063,C3127,2,8,301,10,10,226,10,2,Area1,2
4034,C3128,4,7,396,17,15,1909,11,2,Area1,2
4501,C3129,2,7,461,24,21,2409,24,2,Area1,2
5063,C3132,3,8,330,19,17,1366,19,1,Area1,1
7827,C3139,4,12,153,15,16,27,2,2,Area1,3
2812,C3154,3,7,444,12,11,7207,8,1,Area1,1
3750,C3160,4,8,369,21,18,2254,20,2,Area1,3
4485,C3166,2,6,456,23,23,74,20,2,Area1,1
4688,C3169,3,5,206,7,7,318,1,2,Area1,2
2750,C3171,3,7,383,11,11,1922,11,2,Area1,2
3137,C3174,3,5,280,17,12,1220,15,2,Area1,3
4625,C3175,5,8,334,15,14,2484,15,2,Area1,2
3663,C3180,3,7,362,22,16,553,20,2,Area1,3
3015,C3181,3,5,377,18,14,664,18,2,Area2,3
4188,C3184,4,7,293,20,20,2561,20,2,Area1,3
4717,C3186,2,4,458,26,19,5266,23,1,Area1,1
2563,C3196,4,6,357,8,8,416,8,2,Area1,1
3019,C3197,3,6,465,12,12,2238,12,2,Area1,2
2938,C3200,3,6,283,10,10,137,10,2,Area1,1
5500,C3201,2,4,465,22,19,1921,22,2,Area1,3
3380,C3210,4,6,196,16,17,443,11,2,Area1,1
2531,C3212,3,6,321,10,10,1317,10,2,Area1,3
3625,C3216,4,6,402,21,16,1728,21,2,Area1,3
2711,C3218,2,6,366,8,9,1070,3,2,Area1,1
3600,C3228,3,6,365,10,9,1240,10,2,Area1,1
2856,C3229,3,7,338,9,9,1288,7,2,Area1,1
4000,C3230,3,6,449,15,15,359,15,2,Area1,3
2750,C3235,3,9,460,10,10,2724,10,1,Area1,1
2688,C3239,3,11,370,13,13,506,13,2,Area1,3
11031,C3244,5,7,456,34,34,6752,32,2,Area1,3
3813,C3255,2,6,303,16,16,1323,16,2,Area1,1
4825,C3259,3,5,369,7,7,814,2,2,Area1,3
4875,C3260,8,12,444,30,27,2245,30,1,Area1,3
3500,C3266,3,7,472,10,8,605,10,1,Area1,1
3313,C3270,4,11,447,11,11,1280,11,2,Area1,3
2813,C3271,2,7,140,10,10,63,10,2,Area1,1
2563,C3273,3,12,182,7,7,2240,7,2,Area1,3
2563,C3274,4,9,372,16,12,1241,16,2,Area1,2
7250,C3277,3,9,408,37,31,2968,37,2,Area1,2
3635,C3279,6,9,301,15,14,991,12,2,Area1,1
4281,C3284,3,11,413,11,11,440,11,2,Area1,1
5563,C3286,3,7,408,30,28,2361,30,2,Area1,1
3363,C3287,3,7,442,17,13,111,17,1,Area1,3
2724,C3288,3,10,441,11,11,976,8,1,Area1,1
3813,C3289,2,4,401,15,15,190,15,2,Area1,2
2748,C3303,3,9,425,14,14,776,12,1,Area1,3
6338,C3305,5,8,468,30,24,3715,30,2,Area1,1
3344,C3306,3,4,467,18,14,1152,12,2,Area1,2
2938,C3309,3,5,444,16,13,3927,14,1,Area1,3
3500,C3320,5,9,320,12,10,1399,12,2,Area1,3
7000,C3321,3,7,380,16,16,983,16,2,Area1,1
3625,C3322,3,8,380,21,21,1043,21,2,Area1,2
5687,C3325,4,6,366,5,6,392,4,2,Area1,1
5142,C3327,3,7,337,18,17,329,5,2,Area1,2
6313,C3330,3,7,117,37,24,1175,37,1,Area1,1
2562,C3339,3,16,238,6,5,1173,6,2,Area1,2
3469,C3340,5,6,351,19,19,1977,19,2,Area1,3
3750,C3342,3,7,309,15,16,1636,14,2,Area1,1
5063,C3355,3,6,368,24,22,3585,21,1,Area1,2
3438,C3356,3,8,450,11,11,1141,11,2,Area1,3
3000,C3364,3,7,462,1,1,198,0,2,Area1,2
8437,C3366,3,5,366,31,28,568,27,2,Area1,1
4251,C3369,4,12,248,20,20,546,20,2,Area1,1
4500,C3376,3,6,174,16,16,1953,16,2,Area1,2
3000,C3382,3,9,343,8,7,790,4,2,Area1,3
3063,C3383,3,5,359,9,7,1631,9,2,Area1,3
2500,C3385,2,5,201,16,12,299,16,2,Area1,3
5778,C3386,2,9,337,8,8,441,2,2,Area1,1
5075,C3391,4,6,258,21,19,799,21,2,Area1,2
5313,C3397,4,9,370,22,22,682,22,2,Area1,3
4688,C3400,4,6,394,18,18,303,18,2,Area1,1
3000,C3402,3,5,347,14,12,703,14,2,Area1,3
3687,C3408,2,7,335,6,5,51,4,2,Area1,2
2688,C3418,2,7,234,19,17,384,19,1,Area1,3
2750,C3419,3,9,327,9,9,264,9,2,Area1,2
5450,C3420,3,5,182,10,10,201,5,2,Area1,1
5876,C3425,5,23,184,27,25,355,27,1,Area1,2
2813,C3438,3,6,238,9,9,1149,9,1,Area1,1
2938,C3444,3,6,266,21,15,635,21,2,Area1,3
3938,C3448,3,11,334,20,16,784,20,1,Area1,1
3488,C3457,2,8,230,11,11,643,11,2,Area1,2
7625,C3465,5,6,353,35,29,6331,35,2,Area1,2
3687,C3476,3,6,428,14,12,3793,11,2,Area1,2
2500,C3477,4,7,396,10,10,493,10,2,Area1,1
3691,C3480,2,5,350,18,14,1076,14,2,Area1,3
2688,C3481,4,8,271,11,11,742,11,2,Area1,3
3563,C3483,3,5,428,20,16,1670,20,2,Area1,2
4750,C3484,4,9,336,20,18,3576,20,2,Area1,2
5300,C3485,2,6,297,14,14,2659,12,2,Area1,3
3813,C3491,2,8,391,11,10,2816,11,2,Area1,2
3750,C3494,3,8,199,18,16,1049,18,2,Area1,3
2594,C3496,3,9,233,9,9,583,9,2,Area1,3
5937,C3504,3,5,444,15,14,36,8,1,Area1,2
3987,C3507,4,8,345,4,4,3,2,2,Area1,3
2563,C3513,5,7,336,15,12,804,15,2,Area1,1
2726,C3516,3,6,439,13,13,3542,10,2,Area1,3
7750,C3523,3,9,245,23,23,10205,23,2,Area1,2
3063,C3526,6,7,450,20,20,2782,20,2,Area1,1
4363,C3533,3,8,366,14,13,1913,14,2,Area1,1
2564,C3539,3,4,435,20,17,383,20,1,Area1,2
2563,C3545,3,7,215,5,5,209,5,2,Area1,2
2750,C3546,2,6,290,10,9,1295,10,2,Area1,2
7773,C3550,4,6,467,23,23,3912,17,1,Area1,2
10499,C3553,5,7,446,31,31,5392,25,2,Area1,3
5148,C3575,3,5,287,7,7,0,0,2,Area1,3
3155,C3579,4,10,351,9,9,115,4,2,Area1,2
2922,C3581,2,4,358,11,10,650,8,1,Area1,2
4281,C3589,3,8,468,13,13,1589,13,2,Area1,3
3750,C3593,4,7,307,13,13,5471,13,2,Area1,3
4700,C3597,4,10,373,34,22,173,32,2,Area1,3
6750,C3603,5,7,369,22,21,4212,22,1,Area1,3
3313,C3606,5,15,429,28,18,29,28,2,Area1,3
3563,C3609,3,7,166,19,15,1331,19,1,Area1,3
5875,C3611,3,9,332,12,10,1088,10,2,Area1,3
4313,C3621,2,5,302,16,14,855,16,2,Area1,1
5625,C3630,4,8,367,23,20,1072,23,1,Area1,2
2762,C3631,2,6,343,14,13,153,11,1,Area1,3
5250,C3635,2,5,175,12,9,177,6,1,Area1,3
2581,C3638,3,6,205,8,8,332,8,2,Area1,1
3204,C3640,2,4,385,10,8,345,8,1,Area1,1
2557,C3646,2,7,226,10,10,144,6,1,Area1,1
4937,C3655,4,8,306,7,8,485,2,2,Area1,1
4250,C3668,6,6,459,23,19,3479,23,2,Area1,2
2707,C3669,3,7,375,18,18,407,18,1,Area1,1
2794,C3670,2,7,201,6,6,455,6,2,Area1,3
3750,C3671,5,11,422,20,18,8047,20,2,Area1,3
10563,C3672,3,7,427,16,16,6610,6,2,Area1,1
3513,C3685,4,10,303,10,10,114,10,2,Area1,1
8698,C3695,5,6,465,29,31,2525,24,2,Area1,2
2625,C3696,2,6,227,6,6,216,6,2,Area1,3
3513,C3697,2,7,455,15,13,3244,15,2,Area1,3
3374,C3703,5,9,366,9,8,517,5,1,Area1,3
3380,C3711,2,6,223,7,7,305,1,2,Area1,2
2500,C3716,3,9,458,14,12,300,14,1,Area1,3
3499,C3721,5,9,316,11,11,209,8,2,Area1,3
3293,C3732,4,10,137,25,14,1419,21,1,Area1,3
6738,C3733,4,8,452,21,19,7112,21,2,Area1,2
2938,C3734,3,4,401,13,13,577,13,2,Area1,3
4125,C3744,3,7,430,6,6,1367,3,2,Area1,2
3188,C3745,3,7,212,14,10,111,14,1,Area1,2
2750,C3748,3,6,369,11,10,232,11,2,Area1,3
3063,C3751,2,5,433,17,14,215,17,2,Area1,3
3812,C3757,5,11,388,25,20,839,24,2,Area1,1
9996,C3758,4,11,347,21,27,137,0,2,Area1,1
4148,C3766,3,9,366,18,18,228,14,2,Area1,1
11499,C3768,6,5,453,40,40,14327,38,2,Area1,2
3438,C3771,2,6,433,17,17,2208,17,2,Area1,2
6436,C3772,4,20,414,30,30,1004,25,2,Area1,1
3344,C3775,3,7,468,15,15,2912,15,1,Area1,3
5659,C3780,2,4,367,15,15,2448,10,2,Area1,3
3250,C3784,2,5,380,7,7,1062,7,2,Area1,1
14050,C3789,2,7,457,45,34,757,39,2,Area1,2
6848,C3793,3,6,467,20,20,2931,13,2,Area1,2
3813,C3796,6,9,370,18,17,3802,18,2,Area1,3
2625,C3797,4,7,392,18,9,719,18,1,Area1,1
3594,C3798,3,7,437,17,17,1842,17,2,Area1,3
2687,C3803,2,5,359,12,10,3420,10,1,Area1,3
3250,C3811,3,6,468,10,9,2469,10,1,Area1,3
3750,C3813,3,6,434,13,11,1446,13,2,Area1,1
4469,C3815,2,7,346,16,15,1101,16,1,Area1,1
4124,C3817,3,8,248,19,22,2398,16,2,Area1,2
2875,C3819,3,10,374,18,15,309,18,1,Area1,1
3623,C3822,3,5,321,8,8,642,8,2,Area2,3
2594,C3825,3,6,240,21,13,640,21,2,Area1,3
5500,C3830,3,8,458,29,29,428,29,2,Area1,1
2625,C3835,9,8,370,7,7,1447,7,2,Area1,3
2974,C3836,3,4,374,11,11,534,8,2,Area1,1
4000,C3838,3,8,408,14,11,882,14,1,Area1,3
4250,C3839,4,8,444,22,19,3319,21,2,Area1,2
4500,C3840,3,13,437,6,6,34,2,2,Area1,3
3016,C3846,3,6,249,18,15,824,16,2,Area1,2
4075,C3851,4,8,345,20,15,1560,20,1,Area1,2
6687,C3853,3,9,347,12,12,0,8,2,Area1,3
3063,C3856,3,5,367,13,12,2405,13,1,Area1,1
3000,C3861,4,19,403,13,12,1173,13,2,Area1,3
4175,C3870,2,5,459,21,21,734,21,2,Area1,3
2613,C3874,4,7,299,14,10,1388,14,2,Area1,2
4894,C3878,7,10,360,22,22,3009,22,2,Area1,2
4875,C3885,3,8,340,10,8,120,6,2,Area1,1
3251,C3886,3,6,432,17,17,2864,17,1,Area1,1
5469,C3889,4,8,465,27,24,2743,27,2,Area1,1
3063,C3892,2,18,382,14,14,381,14,2,Area1,2
3749,C3893,3,8,391,9,9,1709,5,2,Area1,3
5313,C3894,3,8,225,28,24,139,28,2,Area1,3
2960,C3896,2,7,213,16,12,394,15,2,Area1,3
3375,C3898,4,6,342,11,11,531,11,2,Area1,1
6483,C3903,4,8,336,22,19,2006,17,2,Area1,2
6512,C3905,3,5,395,13,12,2335,5,1,Area1,2
2938,C3906,3,9,431,15,15,462,15,2,Area1,1
3938,C3908,3,7,408,16,15,659,16,2,Area1,2
2500,C3909,3,4,333,12,12,265,12,2,Area1,2
4125,C3911,3,6,212,9,9,2237,9,2,Area1,2
4625,C3913,3,7,454,25,15,1432,25,1,Area1,1
3438,C3914,2,4,291,15,15,708,15,2,Area1,2
2961,C3917,5,13,414,9,8,291,4,2,Area1,2
4750,C3919,6,11,436,21,18,8369,21,2,Area1,3
3077,C3927,2,5,110,11,11,669,11,2,Area1,1
5500,C3929,2,5,146,26,26,928,26,2,Area1,3
2675,C3934,2,5,457,14,9,1767,14,2,Area1,2
3502,C3935,2,4,400,6,6,152,5,2,Area1,1
3000,C3947,2,7,313,12,12,88,12,2,Area1,3
4063,C3951,3,9,451,20,17,818,20,2,Area1,2
2813,C3952,4,11,312,11,9,1453,11,2,Area1,2
3888,C3953,4,10,280,25,14,2440,25,2,Area1,2
3375,C3956,3,9,338,10,10,500,10,2,Area1,2
4437,C3958,3,10,368,6,6,229,2,2,Area1,3
2750,C3960,5,12,364,7,7,320,6,2,Area1,2
10875,C3961,4,7,365,44,41,4845,44,1,Area1,2
5097,C3963,5,15,303,6,6,0,0,2,Area1,1
2750,C3970,3,8,462,22,12,653,22,2,Area1,2
5956,C3976,5,16,109,12,13,803,7,2,Area1,1
5749,C3978,5,5,448,27,22,3222,25,2,Area1,3
3000,C3980,3,5,218,17,12,1406,17,2,Area1,3
7724,C3982,2,5,356,19,16,1241,11,2,Area1,1
3109,C3991,4,6,367,9,11,1583,5,2,Area1,2
2625,C3996,2,5,348,9,9,979,9,2,Area1,1
5160,C4000,4,8,304,40,24,1249,37,1,Area1,1
3581,C4001,3,9,439,18,14,1885,16,2,Area1,1
3125,C4003,2,6,410,11,11,2323,11,1,Area1,3
3820,C4007,3,6,373,19,19,1964,19,2,Area1,3
6351,C4010,3,5,433,37,29,27829,36,2,Area1,1
3625,C4017,4,8,364,34,20,147,34,2,Area1,1
4429,C4020,5,12,371,25,19,1528,21,2,Area1,1
3806,C4021,2,5,454,14,14,1390,14,2,Area1,1
2500,C4027,3,5,224,9,7,2116,9,1,Area1,2
2937,C4028,2,7,298,8,8,206,4,2,Area1,2
2813,C4036,3,5,341,12,12,749,12,2,Area1,1
3375,C4042,4,5,370,16,10,488,16,1,Area1,1
4813,C4043,3,4,216,39,24,394,39,1,Area1,2
4563,C4047,4,5,366,13,13,698,13,2,Area1,2
2875,C4052,2,7,265,8,8,70,8,2,Area1,3
4637,C4057,3,11,441,17,17,3854,15,2,Area1,3
3063,C4058,4,7,294,18,14,666,18,1,Area1,2
3313,C4059,4,9,365,20,20,2357,17,2,Area1,2
2916,C4060,3,7,167,12,10,1012,8,1,Area1,1
4087,C4063,4,19,427,14,12,438,10,2,Area1,2
4650,C4064,3,8,371,21,18,352,21,1,Area1,1
3013,C4065,2,8,348,16,15,700,16,1,Area1,1
16683,C4066,3,6,462,57,48,2198,30,1,Area1,3
2750,C4068,3,6,332,9,9,1727,9,2,Area1,2
3188,C4072,4,8,236,17,13,1447,17,2,Area1,3
3931,C4073,3,4,234,29,20,636,29,2,Area1,3
2875,C4079,2,7,224,10,10,1367,10,2,Area1,3
3807,C4088,2,6,362,25,22,4232,25,1,Area1,3
2679,C4092,4,8,386,10,9,1694,9,1,Area1,2
6468,C4095,2,8,153,11,11,349,2,2,Area1,3
4325,C4100,2,6,231,14,14,902,10,2,Area1,2
4500,C4103,3,7,357,24,21,6112,24,2,Area1,1
3500,C4106,2,5,275,12,12,799,12,2,Area1,1
3375,C4112,3,6,222,8,8,3184,8,2,Area1,2
4875,C4113,3,6,306,15,15,454,15,2,Area1,3
3250,C4114,4,7,437,9,9,1250,9,2,Area1,3
4500,C4115,4,11,383,16,16,502,14,2,Area1,1
7337,C4117,3,7,445,20,20,3053,19,2,Area1,1
4587,C4118,2,4,182,14,14,15,6,2,Area1,1
2500,C4119,3,6,460,10,10,1626,10,2,Area1,1
5496,C4120,3,7,345,21,15,173,12,1,Area1,3
6790,C4121,5,7,465,15,14,5107,7,1,Area1,2
3900,C4137,4,7,425,13,11,470,11,2,Area1,2
2500,C4139,2,7,342,10,10,781,10,2,Area1,3
3438,C4143,4,13,432,20,17,2582,20,2,Area1,2
3438,C4144,3,5,396,11,11,578,11,2,Area1,2
4793,C4146,5,8,384,19,20,3688,18,2,Area1,3
3688,C4151,4,8,230,11,11,389,11,2,Area1,3
9170,C4157,3,7,208,13,12,2038,4,2,Area1,3
2938,C4158,3,6,443,19,16,1619,18,1,Area1,1
2812,C4166,2,5,359,13,13,1005,11,2,Area1,3
3250,C4167,6,11,422,25,21,2066,25,2,Area1,1
3125,C4168,3,4,414,25,15,3403,24,2,Area1,2
7661,C4170,3,7,412,35,36,1446,30,2,Area1,3
2562,C4176,3,8,411,13,8,4551,13,2,Area1,2
2500,C4178,5,8,358,5,5,1138,5,2,Area1,3
2625,C4185,3,6,446,15,11,5661,15,2,Area1,2
6061,C4187,2,5,272,10,10,30,3,2,Area1,2
8438,C4189,10,12,275,28,28,1628,28,2,Area1,3
3500,C4195,3,7,468,21,17,5737,21,2,Area1,2
3459,C4197,2,6,261,10,9,747,10,2,Area1,1
2963,C4201,3,8,251,12,12,1551,12,2,Area1,1
3375,C4205,3,10,316,16,16,535,16,2,Area1,1
3908,C4208,4,9,368,14,13,714,12,2,Area1,2
2813,C4211,4,9,227,14,13,2162,14,2,Area1,3
2688,C4213,3,6,429,24,16,872,24,1,Area1,1
2500,C4217,2,7,124,11,11,338,11,2,Area1,2
3266,C4222,3,7,369,14,14,724,12,1,Area1,1
4249,C4223,3,5,435,5,5,82,0,2,Area1,3
4438,C4224,2,5,127,17,17,662,17,2,Area1,1
3000,C4234,2,6,333,15,12,208,13,2,Area1,1
2500,C4243,2,7,144,9,9,145,9,2,Area1,3
4125,C4249,2,6,447,21,18,1484,21,2,Area1,2
2625,C4250,2,4,371,19,15,86,19,1,Area1,3
3375,C4261,3,6,444,19,19,5090,19,2,Area1,1
6063,C4268,4,8,315,23,23,993,23,2,Area1,1
3794,C4280,3,5,351,30,20,1535,30,1,Area1,3
4723,C4290,5,7,176,10,14,3315,5,2,Area1,3
4038,C4308,3,7,368,18,14,1364,18,2,Area1,1
3750,C1106,3,4,378,16,16,228,16,2,Area1,3
2816,C1110,4,6,333,15,15,1967,15,2,Area2,3
4188,C1113,2,4,381,15,15,267,15,2,Area1,3
4313,C1123,2,8,471,18,18,2131,18,2,Area1,1
5400,C1140,4,6,392,12,12,127,5,2,Area1,1
3500,C1145,2,5,338,6,6,54,4,1,Area1,3
2563,C1149,3,8,447,14,11,2379,14,2,Area1,3
2563,C1154,3,6,435,12,9,4385,12,1,Area1,1
10354,C1162,4,7,419,18,17,3866,11,2,Area1,2
4538,C1163,8,20,428,25,20,1985,25,2,Area1,1
2596,C1174,3,6,369,7,7,805,7,2,Area2,1
2598,C1188,2,6,307,9,9,1091,9,2,Area2,1
2646,C1192,2,5,399,11,11,321,11,2,Area2,3
5033,C1198,3,6,395,15,14,1301,15,2,Area2,3
2701,C1201,2,5,273,13,13,2334,13,2,Area2,3
8055,C1214,3,8,335,19,19,2676,19,2,Area2,2
2606,C1218,3,8,206,8,8,5988,8,2,Area2,3
4294,C1219,6,9,376,16,16,8250,16,2,Area2,2
4908,C1223,3,8,365,14,14,3864,14,2,Area2,2
3076,C1224,6,12,407,10,10,1172,10,2,Area2,1
16562,C1225,3,6,453,47,47,346,47,2,Area2,1
2546,C1236,3,10,398,10,10,456,10,2,Area2,3
5553,C1239,3,6,441,19,19,8201,19,2,Area2,3
3917,C1240,2,6,166,13,13,1214,13,2,Area2,2
2582,C1241,6,9,398,11,11,3091,11,2,Area2,3
3229,C1244,3,6,377,13,13,2943,13,2,Area2,2
3012,C1249,2,5,376,11,11,2166,11,2,Area2,3
5197,C1256,3,5,387,21,21,2546,21,2,Area2,1
4238,C1261,3,7,392,14,14,1354,14,2,Area2,1
2953,C1264,3,6,455,12,12,132,12,2,Area2,2
2823,C1274,2,6,364,12,12,660,12,2,Area2,3
4738,C1282,2,7,182,10,10,268,10,2,Area2,3
4198,C1285,2,7,336,10,10,1203,10,2,Area2,3
5993,C1288,2,6,419,15,15,491,15,2,Area2,3
3679,C1290,4,7,316,16,16,4443,16,2,Area2,3
2562,C1299,2,6,469,8,8,365,8,2,Area2,2
3071,C1306,3,8,179,14,14,275,14,1,Area2,3
3420,C1308,2,6,356,15,15,782,15,2,Area2,2
3113,C1316,4,8,394,11,11,3397,11,2,Area2,1
2609,C1321,3,7,464,11,11,1939,11,1,Area2,2
5061,C1322,2,6,438,16,16,918,16,2,Area2,3
2661,C1323,2,5,247,13,13,150,13,2,Area2,3
4029,C1326,2,7,375,10,10,668,10,2,Area2,1
3119,C1335,3,10,427,9,9,2750,9,2,Area2,2
2606,C1336,2,5,226,7,7,1286,7,2,Area2,3
2875,C1343,2,5,155,10,10,116,10,2,Area2,3
9380,C1344,4,7,412,29,29,4195,29,2,Area2,2
3239,C1345,3,5,357,10,10,1393,10,2,Area2,1
3389,C1346,4,14,374,18,18,1088,18,2,Area2,1
2582,C1351,2,6,465,7,7,803,7,2,Area2,2
3104,C1352,2,5,447,14,14,623,14,2,Area2,3
2907,C1355,3,9,439,12,12,4116,12,2,Area2,2
3264,C1359,2,6,381,22,15,2111,22,2,Area2,1
3832,C1364,3,7,365,16,16,858,16,2,Area2,1
2716,C1374,2,6,312,12,12,1936,12,2,Area2,1
2648,C1375,4,5,121,13,13,3129,13,2,Area2,2
2918,C1378,4,11,419,14,14,3940,14,2,Area2,3
2541,C1379,2,8,366,8,8,599,8,2,Area2,3
2820,C1381,2,6,466,10,10,1533,10,2,Area2,2
2505,C1384,3,5,426,12,12,3310,12,2,Area2,3
6135,C1386,3,6,373,32,32,0,32,2,Area2,3
3038,C1387,2,5,312,12,12,303,12,2,Area2,2
4768,C1388,4,10,432,22,22,6147,22,2,Area2,1
2857,C1392,4,7,224,14,14,204,14,2,Area2,1
6098,C1394,2,5,381,22,21,2611,22,2,Area2,2
3689,C1401,4,6,445,12,12,2908,12,2,Area2,1
2688,C1404,3,9,459,5,5,397,5,2,Area2,3
3772,C1405,3,6,367,9,9,35,9,2,Area2,2
2849,C1407,2,4,457,13,10,664,13,2,Area2,2
6053,C1412,2,6,273,29,29,2112,29,2,Area2,3
3492,C1415,3,7,461,10,10,1440,10,2,Area2,2
2528,C1420,2,5,358,15,15,107,15,2,Area2,2
