Amount,PersonID,FamilySize,Distance,Duration,DirectVisits,OnlineVisits,Quantity,NumberofFrequentItems,TransactionMode,Area,Occupation
3125,C2374,2,6,201,12,12,1176,12,2,Area1,1
3813,C2380,3,6,392,15,12,262,15,2,Area1,3
2516,C2381,2,7,366,10,8,538,8,1,Area1,2
4625,C2383,4,6,367,6,6,1092,3,2,Area1,2
3000,C2385,3,7,453,16,14,67,16,1,Area1,1
2500,C2387,2,5,191,9,7,126,9,2,Area1,2
4813,C2390,3,7,366,20,20,659,20,2,Area1,1
3223,C2391,4,20,374,12,11,1849,12,2,Area2,2
5500,C2394,3,8,458,24,19,985,24,2,Area1,3
3375,C2395,4,6,389,14,13,12,14,1,Area1,3
3563,C2398,3,8,199,17,16,470,17,2,Area1,3
6000,C2401,2,5,395,31,29,6977,31,2,Area1,2
5438,C2402,5,7,392,24,21,355,24,2,Area1,1
3734,C2405,2,6,464,11,11,2080,4,2,Area1,2
4250,C2410,2,5,162,18,18,1340,18,2,Area1,3
3125,C2418,2,7,433,8,7,607,8,2,Area1,3
2563,C2425,2,4,346,12,12,177,12,2,Area1,1
4154,C2426,3,6,280,17,16,406,14,2,Area1,2
6125,C2427,4,10,281,27,21,805,25,2,Area1,2
2625,C2434,2,6,154,6,6,166,6,2,Area1,2
4687,C2435,3,8,405,26,17,1963,24,2,Area1,1
2875,C2436,2,5,259,9,9,1540,9,2,Area1,2
3500,C2442,4,8,396,12,10,2093,12,1,Area1,3
4100,C2444,3,6,260,14,14,3854,14,2,Area1,1
3244,C2445,5,10,468,23,16,5492,23,1,Area1,1
2500,C2452,3,7,127,8,6,970,8,1,Area1,2
2813,C2454,4,10,315,10,10,908,10,2,Area1,2
10124,C2458,5,6,379,35,32,8567,30,2,Area1,3
3250,C2460,2,6,368,10,10,927,10,2,Area1,2
4375,C2462,4,8,392,6,6,445,2,2,Area1,3
3938,C2465,3,8,113,22,14,504,22,2,Area1,1
2500,C2483,3,8,426,9,8,1102,9,2,Area1,1
3012,C2484,2,6,331,9,9,312,6,2,Area1,2
4217,C2485,4,11,339,17,17,66,14,2,Area1,3
6218,C2488,3,6,454,25,22,1898,17,2,Area1,2
4950,C2490,4,8,370,22,22,1630,21,2,Area1,3
2563,C2491,2,7,195,7,7,27,7,2,Area1,1
2688,C2493,3,5,431,16,14,2545,16,1,Area1,3
4080,C2497,4,8,330,15,12,1385,9,2,Area1,1
3225,C2501,3,9,365,10,10,1291,10,2,Area1,2
2973,C2502,2,5,343,6,6,287,1,2,Area1,3
2516,C2509,4,10,350,8,8,281,6,2,Area1,1
3380,C2512,3,7,260,11,11,806,10,2,Area1,2
2688,C2514,4,23,171,15,11,1728,15,2,Area1,3
4250,C2516,3,8,119,15,15,2420,15,2,Area1,3
2762,C2520,2,4,419,14,14,3677,12,2,Area1,3
2750,C2523,3,7,387,10,10,241,10,2,Area1,2
3625,C2525,3,5,414,16,15,207,16,2,Area1,3
4535,C2531,2,5,256,23,21,2265,21,2,Area1,3
2662,C2535,2,5,413,10,7,116,6,1,Area1,3
3950,C2544,5,5,287,12,10,241,10,2,Area1,1
2688,C2560,3,6,461,15,12,4359,15,2,Area1,2
5938,C2568,3,7,216,19,19,8987,19,2,Area1,3
3750,C2570,4,12,461,15,15,3874,15,2,Area1,2
3407,C2574,4,22,362,28,20,2742,28,2,Area1,3
3313,C2576,2,6,366,17,16,3282,17,2,Area1,3
3000,C2577,2,9,126,10,10,971,10,2,Area1,2
3000,C2579,3,5,432,10,9,777,7,2,Area1,2
10688,C2587,3,7,433,53,41,3915,53,2,Area1,1
4375,C2596,2,5,240,32,20,786,32,1,Area1,1
5219,C2600,2,6,189,18,18,2605,17,2,Area1,3
2563,C2601,3,5,365,8,8,741,8,2,Area1,3
2750,C2602,3,7,461,12,12,563,12,2,Area1,3
2563,C2613,3,7,302,9,9,914,9,2,Area1,2
3581,C2615,5,9,420,11,10,3749,10,2,Area1,2
4169,C2616,3,5,309,16,16,150,0,2,Area1,2
4552,C2617,3,5,362,8,8,0,1,2,Area1,2
2500,C2621,4,12,246,11,11,1053,11,2,Area1,2
3638,C2626,2,4,234,19,19,321,19,2,Area1,2
3313,C2630,3,9,444,17,17,6521,17,2,Area1,3
3375,C2632,3,9,437,5,5,4,4,2,Area1,2
3249,C2641,2,9,214,8,8,110,5,2,Area1,1
3063,C2652,4,9,363,13,12,2876,13,2,Area1,2
3250,C2654,3,6,228,17,17,1183,17,2,Area1,3
4937,C2658,2,9,317,5,5,98,3,2,Area1,1
2625,C2662,4,9,471,12,12,1438,12,2,Area1,3
3813,C2664,3,6,316,17,13,922,17,2,Area1,2
3376,C2668,6,10,370,16,15,1883,16,1,Area1,1
3000,C2670,2,6,361,8,8,822,8,2,Area1,2
3038,C2671,2,4,467,15,15,204,15,2,Area1,3
3250,C2678,4,8,389,12,12,1590,12,2,Area1,2
4500,C2680,3,11,463,16,16,2154,16,2,Area1,2
4273,C2684,3,6,298,16,16,205,15,2,Area1,1
2750,C2685,3,9,127,10,10,322,10,2,Area1,3
5250,C2686,3,10,151,14,11,28,10,1,Area1,1
2937,C2690,6,8,336,3,3,401,2,2,Area1,3
3625,C2691,3,7,373,14,14,422,14,2,Area1,3
2563,C2706,4,7,362,8,6,3084,8,1,Area1,1
2500,C2707,3,5,184,10,9,346,10,1,Area1,1
2849,C2709,3,8,316,7,7,698,3,2,Area1,1
5160,C2715,3,5,392,13,14,1915,0,2,Area1,2
6625,C2716,3,5,432,22,21,2248,22,2,Area1,3
3954,C2730,4,10,380,14,14,1515,10,2,Area1,3
3188,C2738,4,8,460,18,18,1920,18,2,Area1,2
3388,C2747,2,5,387,16,16,361,16,2,Area1,3
3375,C2748,2,6,287,10,10,1199,5,2,Area1,3
2938,C2749,5,7,108,8,8,1274,8,2,Area1,1
2625,C2755,2,5,470,11,10,5271,11,2,Area1,3
2938,C2761,4,7,329,13,13,2633,13,2,Area1,1
4423,C2762,3,8,397,19,19,1601,19,2,Area1,3
2500,C2766,2,4,219,8,8,487,8,2,Area1,3
2688,C2772,3,9,220,12,12,47,12,2,Area1,2
2920,C2774,3,7,250,10,10,2502,10,2,Area2,2
3957,C2775,5,7,453,16,14,2539,16,2,Area2,2
4481,C2779,4,6,377,18,18,177,16,2,Area1,2
3562,C2783,2,5,395,11,10,1900,8,1,Area1,1
7000,C2784,2,9,194,21,21,2428,21,2,Area1,2
4375,C2788,4,9,368,33,22,196,33,2,Area1,2
5580,C2791,2,4,333,13,13,2,2,2,Area1,2
3625,C2797,2,5,420,11,11,1831,11,2,Area1,3
2813,C2810,4,9,314,15,8,159,15,2,Area1,2
3853,C2815,3,6,469,30,26,10050,30,2,Area1,1
4688,C2819,3,8,356,19,15,6901,19,1,Area1,3
7813,C2822,4,5,415,36,36,3346,36,2,Area1,3
3875,C2827,4,7,221,15,11,191,15,2,Area1,3
2875,C2829,2,8,366,13,13,333,13,2,Area1,2
6112,C2835,4,14,260,11,10,175,4,2,Area1,3
5313,C2846,4,11,433,18,17,599,18,2,Area1,2
2688,C2847,3,7,366,17,13,766,17,2,Area1,3
3000,C2848,2,4,229,2,2,1366,0,2,Area1,2
4306,C2851,2,7,243,16,14,559,16,2,Area1,1
7611,C2856,4,20,351,21,22,158,3,2,Area1,3
10115,C2860,4,6,420,40,35,3360,38,2,Area1,1
10025,C2861,5,9,445,33,33,4205,31,2,Area1,3
5563,C2875,4,9,168,20,20,36,20,2,Area1,3
6687,C2877,2,5,427,23,23,1597,20,2,Area1,3
4078,C2878,4,8,140,18,13,1414,15,2,Area1,2
5343,C2890,4,7,376,23,23,3774,23,2,Area2,2
2500,C2891,3,7,331,7,7,28,7,2,Area1,2
3681,C2892,3,6,269,17,17,444,13,2,Area1,2
3137,C2893,3,11,193,10,10,401,4,2,Area1,1
5437,C2894,4,8,212,20,22,4723,19,2,Area1,3
11999,C2902,4,7,294,4,12,43,0,2,Area1,3
2898,C2903,2,7,467,14,14,1287,14,2,Area1,1
3091,C2906,3,4,312,6,6,56,3,2,Area1,1
3125,C2910,3,8,439,13,13,616,13,2,Area1,2
3574,C2917,3,7,377,9,9,225,6,2,Area1,1
5131,C2918,2,8,372,17,17,2296,15,2,Area1,3
4313,C2920,7,11,233,16,15,395,16,2,Area1,1
3286,C2922,4,21,408,7,7,77,0,2,Area1,1
2563,C2925,3,7,431,8,8,3203,8,2,Area1,3
4375,C2932,4,7,373,34,25,2235,34,2,Area1,1
3313,C2936,3,5,437,10,10,1706,10,2,Area1,2
3313,C2939,4,20,323,15,15,4331,15,2,Area1,2
3218,C2950,3,7,335,13,10,97,8,1,Area1,1
4375,C2951,5,7,156,13,13,803,13,2,Area1,3
4749,C2958,2,8,362,5,9,0,0,2,Area1,3
5063,C2965,2,5,465,26,21,1567,26,1,Area1,1
8563,C2966,3,8,172,23,21,1163,17,2,Area1,1
4625,C2972,3,6,384,15,15,3420,15,2,Area1,3
2688,C2973,3,7,289,13,12,662,13,2,Area1,1
2700,C2976,5,10,424,3,3,1421,1,2,Area1,3
3875,C2977,3,7,433,14,14,2153,14,2,Area1,1
2875,C2978,3,8,455,13,12,3771,13,2,Area1,2
3125,C2979,3,12,452,8,7,706,8,2,Area1,3
2736,C2985,4,8,362,8,9,284,3,2,Area1,3
9125,C2989,4,6,464,56,39,188,56,2,Area1,1
2713,C2997,2,7,310,10,10,58,10,2,Area1,2
5188,C3007,4,6,367,22,17,3728,22,1,Area1,2
3849,C3008,3,9,395,16,16,407,12,2,Area1,2
3062,C3009,4,10,337,11,11,1210,9,2,Area1,1
3525,C3011,2,3,392,11,11,443,9,2,Area1,2
2625,C3023,3,5,372,14,10,983,14,2,Area1,1
5040,C3026,3,7,320,14,14,695,8,1,Area1,1
4250,C3037,2,5,268,23,15,157,23,2,Area1,1
7592,C3038,4,8,378,37,27,1418,30,2,Area1,2
2654,C3045,4,9,404,16,10,2062,12,1,Area1,2
11941,C3050,3,6,355,66,45,2134,61,2,Area1,3
2500,C3051,5,17,429,12,12,1621,12,2,Area1,1
3155,C3054,3,10,182,8,8,58,4,2,Area1,3
6250,C3056,2,5,348,14,13,1052,8,2,Area1,3
2625,C3059,3,5,414,21,15,7946,21,1,Area1,2
2923,C3060,3,7,364,5,6,50,0,2,Area1,3
4816,C3063,2,6,462,28,24,1552,26,1,Area1,1
3750,C3068,3,7,436,2,2,1079,1,2,Area1,2
5875,C3076,2,5,401,24,24,1704,24,2,Area1,3
4906,C3086,3,6,362,16,16,899,16,2,Area1,3
8186,C3088,4,9,390,49,36,1389,41,1,Area1,1
3000,C3090,3,5,201,16,16,338,16,2,Area1,1
2938,C3092,2,7,301,9,9,260,9,2,Area1,3
4500,C3098,4,6,435,18,18,5464,18,2,Area1,1
5813,C3099,4,6,464,28,28,1352,28,2,Area1,3
3313,C3100,4,9,402,17,14,595,17,2,Area1,3
3063,C3106,4,10,155,18,10,356,18,2,Area1,2
3575,C3119,3,8,418,12,12,750,11,2,Area1,3
7373,C3121,4,9,451,31,32,3287,29,1,Area1,3
3625,C3122,4,8,382,11,10,2458,11,2,Area1,1
3188,C3123,3,5,293,16,16,461,16,2,Area1,3
4313,C3125,4,6,167,6,6,2338,1,2,Area1,2
2688,C3131,3,6,118,17,12,30,17,2,Area1,3
3563,C3134,4,8,367,16,12,708,16,1,Area1,1
14335,C3135,4,7,446,53,43,5872,42,2,Area1,1
2750,C3136,6,21,362,14,14,2861,13,1,Area1,1
3688,C3141,2,4,405,13,13,685,13,2,Area1,3
2688,C3149,2,10,366,13,11,592,13,2,Area1,3
8375,C3150,3,6,433,42,42,10159,42,2,Area1,3
5438,C3155,6,8,427,21,21,7964,21,2,Area1,2
7094,C3157,4,6,346,36,36,738,36,2,Area1,2
4656,C3158,3,7,268,22,20,2863,22,2,Area1,1
4624,C3161,2,6,438,19,17,1510,16,2,Area1,1
2806,C3163,2,5,432,13,13,5254,13,2,Area1,3
6412,C3168,2,8,366,21,20,902,19,2,Area1,1
5324,C3173,4,22,334,7,7,400,0,2,Area1,3
4350,C3177,3,8,447,26,18,780,26,2,Area1,2
4563,C3178,3,7,387,21,20,4459,21,2,Area1,3
3563,C3179,3,6,243,17,12,682,17,2,Area1,1
3387,C3188,3,7,367,17,14,1544,15,2,Area1,2
5775,C3203,3,6,278,14,11,403,9,2,Area1,1
4287,C3206,2,8,146,16,15,1301,11,1,Area1,3
3716,C3208,6,6,332,18,16,47,11,1,Area1,2
2774,C3213,5,12,397,8,9,1096,6,2,Area1,2
3606,C3226,3,5,414,19,19,3303,17,2,Area1,2
10525,C3231,6,12,309,19,16,473,8,1,Area1,2
3188,C3238,4,11,376,11,11,406,11,2,Area1,2
2875,C3243,3,7,454,13,12,1483,13,1,Area1,1
4875,C3256,5,6,383,28,23,5269,28,2,Area1,3
4488,C3257,3,7,416,22,21,1549,22,2,Area1,1
4125,C3263,3,7,380,13,13,1121,13,2,Area1,2
4500,C3268,2,6,195,6,6,1,0,2,Area1,3
3438,C3269,3,6,359,16,16,0,16,2,Area1,3
5563,C3275,2,7,161,15,15,586,15,2,Area1,2
2575,C3278,4,6,418,13,11,1367,13,2,Area1,3
3313,C3280,3,8,384,11,11,1416,11,2,Area1,2
4813,C3291,4,6,443,24,17,2343,24,2,Area1,2
2751,C3293,3,8,385,14,14,1293,14,2,Area1,3
5000,C3298,5,12,353,17,17,720,17,2,Area1,3
7125,C3299,3,7,366,27,26,363,25,1,Area1,2
3688,C3301,3,7,440,14,11,1606,14,2,Area1,3
2813,C3304,4,9,230,9,9,1039,9,2,Area1,2
3063,C3307,3,7,403,10,10,1694,10,2,Area1,3
3750,C3310,7,10,208,12,12,106,12,2,Area1,2
5500,C3311,3,8,384,13,12,1692,9,2,Area1,3
5063,C3312,2,8,143,12,9,96,6,1,Area1,1
3876,C3314,3,6,387,25,22,2703,25,1,Area1,1
2637,C3315,2,6,234,13,11,1061,12,1,Area1,1
2936,C3316,2,5,352,9,9,616,4,2,Area1,1
3406,C3317,4,7,466,17,12,1876,17,2,Area1,3
7000,C3323,4,11,336,26,24,826,26,2,Area1,1
7113,C3324,4,9,368,12,12,2548,2,2,Area1,3
4687,C3328,4,11,291,14,12,665,12,2,Area1,3
3750,C3329,4,9,307,18,16,798,18,2,Area1,1
3875,C3331,3,7,389,29,19,1457,29,2,Area1,3
3313,C3334,5,7,427,16,16,759,16,2,Area1,2
4231,C3338,3,7,140,20,14,1029,17,1,Area1,3
3374,C3344,4,8,204,9,10,968,4,2,Area1,2
3621,C3347,6,8,470,15,15,4148,11,2,Area1,1
4688,C3348,4,8,441,14,11,1105,14,2,Area1,3
3063,C3350,2,4,376,13,11,157,13,2,Area1,2
2938,C3360,2,5,387,12,12,2163,12,2,Area1,2
3063,C3362,2,7,289,12,12,269,12,2,Area1,2
2875,C3363,3,7,108,13,12,130,13,1,Area1,1
4501,C3367,4,7,218,31,29,914,31,1,Area1,1
5000,C3368,3,9,196,24,24,4352,23,2,Area1,1
3875,C3371,5,6,457,25,21,3045,25,2,Area1,1
2500,C3374,3,4,281,15,9,2326,15,1,Area1,1
2813,C3375,4,8,286,10,10,984,10,2,Area1,3
3925,C3378,5,20,416,17,17,2357,17,2,Area2,1
3000,C3379,2,6,384,9,9,787,9,2,Area1,2
3438,C3389,4,13,223,11,11,834,11,2,Area1,3
2524,C3392,3,7,299,8,9,703,3,2,Area1,1
4365,C3396,3,7,232,18,18,1895,16,1,Area1,1
5313,C3401,4,14,393,33,26,394,33,2,Area1,3
3157,C3405,2,6,151,7,7,119,7,2,Area1,1
3050,C3406,3,6,248,16,16,2753,16,2,Area1,1
5438,C3412,3,7,369,19,19,2112,19,2,Area1,2
2638,C3424,2,8,362,15,12,320,15,2,Area1,3
3218,C3431,4,7,260,9,9,744,6,2,Area1,1
3250,C3432,3,7,213,9,9,467,9,2,Area1,2
4250,C3433,3,4,345,14,11,1017,14,2,Area1,3
3290,C3437,3,4,351,11,11,26,8,2,Area1,3
3206,C3441,3,6,454,15,15,1558,11,2,Area1,2
3125,C3442,4,8,470,21,15,1083,21,1,Area1,2
5188,C3446,4,7,342,13,13,1662,13,2,Area1,1
4688,C3450,2,5,364,16,14,2493,10,1,Area1,1
3250,C3451,3,6,424,10,9,1131,10,1,Area1,2
3813,C3452,2,6,392,20,16,2386,20,2,Area1,1
6574,C3454,3,6,415,23,23,1354,19,2,Area1,1
7179,C3456,5,7,372,14,14,2744,4,1,Area1,3
3686,C3461,3,9,369,19,20,1611,15,1,Area1,2
3063,C3464,4,21,261,21,13,558,21,2,Area1,3
4003,C3466,3,6,391,9,7,901,8,1,Area1,2
3126,C3467,3,6,384,20,20,2840,20,2,Area1,1
16562,C3470,2,4,424,53,45,550,44,2,Area1,3
4938,C3471,2,7,191,13,13,443,13,2,Area1,1
3516,C3472,2,4,322,20,16,636,18,2,Area1,3
3563,C3473,4,19,396,30,17,431,30,1,Area1,3
5875,C3474,4,11,346,31,20,359,31,2,Area1,1
2562,C3482,2,6,318,7,7,163,4,1,Area1,2
2500,C3486,3,7,375,6,6,1762,6,2,Area1,3
5875,C3488,3,8,335,12,11,224,5,2,Area1,2
3000,C3489,3,10,393,15,15,190,15,2,Area1,1
4750,C3492,3,5,350,17,14,779,14,1,Area1,3
2837,C3493,4,7,389,10,10,2859,6,2,Area1,2
3267,C3497,2,7,334,9,9,0,0,2,Area1,2
3062,C3501,2,4,256,12,12,463,10,2,Area1,3
2813,C3502,2,5,355,7,7,0,2,2,Area1,1
5545,C3503,3,5,334,19,16,1231,9,2,Area1,1
2874,C3505,2,6,253,6,6,356,2,2,Area1,2
2500,C3506,2,5,446,12,12,1019,12,2,Area1,1
3375,C3512,3,7,374,18,11,133,18,2,Area1,1
3500,C3514,3,9,139,9,9,1787,9,2,Area1,2
4952,C3517,5,5,254,13,12,44,11,2,Area1,2
2500,C3518,4,7,454,9,9,3152,9,2,Area1,1
3250,C3524,2,6,387,1,1,109,0,2,Area1,1
3000,C3527,3,4,418,16,16,4516,14,2,Area1,1
2937,C3532,5,9,463,11,10,2687,9,2,Area1,1
3125,C3541,3,13,464,18,17,2353,18,2,Area1,3
3813,C3542,2,7,172,14,12,660,14,1,Area1,1
2813,C3544,3,6,382,10,10,2616,10,2,Area1,1
3813,C3552,6,12,365,11,11,370,11,2,Area1,3
7878,C3557,4,20,384,29,25,1954,19,2,Area1,2
3756,C3558,3,5,128,8,10,323,2,2,Area1,1
4017,C3562,3,8,190,8,8,255,0,2,Area1,1
6563,C3566,3,10,362,16,12,341,10,1,Area1,2
2813,C3570,2,5,388,17,15,544,17,2,Area1,3
3688,C3571,3,7,249,15,12,919,15,2,Area1,2
6225,C3572,3,7,431,22,22,1764,22,2,Area1,1
4344,C3576,3,5,450,21,18,1575,21,2,Area1,1
2687,C3577,4,8,355,20,20,488,20,2,Area1,3
3750,C3583,3,8,371,13,13,1233,13,2,Area1,1
3563,C3587,3,10,397,16,14,293,16,2,Area1,2
4325,C3599,3,7,408,22,22,2882,21,2,Area1,2
5499,C3604,4,7,399,12,12,645,8,1,Area1,3
2750,C3607,2,6,366,9,9,1008,9,2,Area1,2
9172,C3608,5,5,397,27,24,1772,24,2,Area1,3
3886,C3615,3,6,460,20,20,490,20,1,Area2,2
7000,C3623,3,7,458,18,16,8792,14,2,Area1,3
2562,C3626,4,6,373,8,8,1078,8,2,Area1,2
4063,C3628,3,5,392,13,13,79,13,2,Area1,2
2563,C3636,2,4,328,11,11,17,11,2,Area1,3
4875,C3639,4,12,447,26,17,3628,26,2,Area1,1
5296,C3644,6,13,331,19,19,975,18,2,Area1,1
3625,C3645,4,7,424,17,13,2484,17,2,Area1,1
7783,C3653,3,9,201,23,23,902,18,2,Area1,3
4831,C3656,3,8,243,20,14,625,20,2,Area2,1
4737,C3657,2,7,262,6,10,1643,0,2,Area1,2
3465,C3658,3,10,335,10,10,3202,4,2,Area1,3
5694,C3662,4,11,324,27,27,1342,23,2,Area1,2
6575,C3666,3,6,432,22,22,8006,21,2,Area1,1
3311,C3667,3,6,341,12,12,1203,12,2,Area1,3
2762,C3675,3,7,335,10,8,766,9,2,Area1,2
4500,C3676,4,10,421,19,18,2166,19,2,Area1,2
5250,C3679,4,8,317,13,13,487,13,2,Area1,2
3125,C3681,3,8,211,14,11,445,14,1,Area1,3
3694,C3688,4,7,365,16,16,3617,14,2,Area1,3
5703,C3689,2,8,190,14,12,1999,9,2,Area1,2
2688,C3690,2,6,426,13,12,334,13,2,Area1,3
2563,C3691,5,8,365,16,13,1350,16,1,Area1,2
6938,C3692,3,9,391,35,25,754,35,2,Area1,1
2500,C3694,3,7,452,18,14,361,18,1,Area1,2
2750,C3698,3,5,411,14,14,2691,14,1,Area1,3
2750,C3702,3,7,247,14,10,854,14,2,Area1,3
2875,C3704,3,6,245,9,9,3499,9,2,Area1,1
6137,C3705,5,6,471,26,22,2219,21,2,Area1,3
5153,C3706,3,7,299,18,18,521,13,2,Area1,2
2525,C3707,3,8,418,8,8,1177,6,2,Area1,2
2875,C3708,4,7,377,14,14,652,14,1,Area1,3
2938,C3710,3,6,432,22,16,30,22,1,Area1,1
4494,C3713,3,5,403,14,14,983,13,2,Area1,1
4687,C3714,3,7,368,13,13,642,10,2,Area1,1
2562,C3722,3,9,463,11,8,444,10,1,Area1,3
4517,C3724,2,8,389,16,15,688,14,1,Area1,1
6731,C3727,8,10,447,30,29,1079,30,2,Area1,1
4250,C3731,3,5,452,12,12,1685,12,2,Area1,3
3313,C3737,3,7,354,11,11,2133,11,2,Area1,2
2750,C3740,4,10,463,18,13,383,18,1,Area1,1
4000,C3741,5,8,369,17,15,1456,17,1,Area1,2
2813,C3743,3,7,244,9,9,1041,9,2,Area1,2
5387,C3752,5,10,324,9,9,141,4,1,Area1,1
2688,C3753,3,9,379,21,13,440,21,2,Area1,2
4687,C3755,2,5,123,8,6,276,4,1,Area1,1
4438,C3756,2,6,212,13,13,631,13,2,Area1,3
3000,C3759,4,11,397,16,12,824,16,2,Area1,1
3188,C3760,3,8,378,16,12,1091,16,1,Area1,3
2688,C3761,2,4,373,23,18,752,23,1,Area1,3
8455,C3764,3,7,421,21,21,348,12,2,Area1,3
5038,C3765,4,8,404,13,14,691,7,2,Area1,1
5751,C3769,4,8,395,15,15,1649,11,1,Area1,3
2500,C3781,2,7,322,7,7,188,7,2,Area1,1
3469,C3782,2,5,466,14,14,136,14,2,Area1,3
2938,C3783,2,6,454,9,9,44,9,2,Area1,3
5812,C3786,2,6,439,17,17,5760,13,2,Area1,3
3000,C3790,3,6,131,10,10,768,10,2,Area1,1
5750,C3794,2,5,214,15,13,1142,11,2,Area1,2
3063,C3795,2,5,432,14,14,399,14,2,Area1,1
3188,C3802,2,7,189,10,10,191,10,2,Area1,2
4887,C3805,2,8,203,7,7,1731,2,2,Area1,2
4000,C3807,3,6,390,18,18,746,18,2,Area1,1
3961,C3816,3,5,399,12,12,1235,4,2,Area1,2
3961,C3818,4,6,438,4,4,469,1,2,Area1,1
4000,C3829,2,18,419,17,17,610,16,2,Area1,3
3688,C3833,2,4,147,13,13,910,13,2,Area1,2
5438,C3841,3,8,432,22,22,5231,22,2,Area1,3
4313,C3843,5,23,321,11,9,267,11,2,Area1,3
3812,C3844,2,6,466,7,7,53,5,2,Area1,3
4188,C3848,3,7,452,23,20,3175,23,2,Area1,2
3112,C3849,3,5,378,8,8,749,4,1,Area1,2
3719,C3850,3,7,424,15,15,2930,15,2,Area1,2
2750,C3855,3,7,335,16,12,1100,16,2,Area1,3
14563,C3859,6,7,238,37,37,10404,37,2,Area1,2
4000,C3862,3,7,360,11,11,2992,11,2,Area1,3
4647,C3864,5,5,318,7,7,90,2,2,Area1,2
4623,C3865,4,8,378,16,16,1334,9,2,Area1,1
3187,C3867,4,22,326,11,11,273,10,1,Area1,3
6063,C3871,2,5,351,31,24,1289,31,1,Area1,1
5574,C3883,4,10,429,42,36,2469,39,2,Area1,3
2564,C3890,3,8,118,13,10,338,10,1,Area1,1
2625,C3915,3,9,224,14,14,2605,14,2,Area1,1
2562,C3926,3,5,348,16,13,1767,15,2,Area1,2
2625,C3931,3,6,195,18,14,12,18,2,Area1,2
4013,C3933,3,8,445,14,14,4946,14,2,Area1,3
6438,C3938,3,7,441,17,17,2215,17,2,Area1,1
3875,C3940,3,6,119,13,11,658,13,2,Area1,3
2501,C3944,4,9,246,10,10,2092,10,2,Area1,1
3313,C3962,3,6,426,20,14,150,20,1,Area1,3
5983,C3964,3,7,369,17,18,711,13,2,Area1,3
5500,C3965,2,5,453,23,23,904,23,2,Area1,2
3000,C3969,2,7,366,24,13,588,24,1,Area1,1
3587,C3973,3,6,446,15,15,1723,13,2,Area1,2
6190,C3975,3,7,372,31,31,2130,31,2,Area1,3
3063,C3979,3,6,338,17,13,786,17,2,Area1,2
4250,C3981,3,6,334,6,6,515,1,2,Area1,3
4000,C3985,5,9,166,15,15,228,15,2,Area1,1
3159,C3987,2,8,354,7,7,704,0,2,Area1,1
2500,C3988,2,4,102,11,11,114,11,2,Area1,1
2894,C3994,3,6,384,14,14,733,14,1,Area1,3
5170,C3995,2,4,324,11,10,72,5,2,Area1,1
8188,C3997,3,5,398,31,31,3061,31,2,Area1,1
2500,C3998,3,7,105,8,8,577,8,1,Area1,1
10465,C4006,2,8,417,37,34,275,27,2,Area1,3
5125,C4009,3,8,460,19,17,854,19,2,Area1,1
8563,C4016,4,6,431,53,42,2859,53,2,Area1,3
3188,C4022,6,11,400,12,9,544,12,2,Area1,2
4063,C4023,3,7,364,16,15,1549,16,1,Area1,3
7271,C4025,4,8,335,17,17,2333,8,1,Area1,1
5437,C4029,3,6,453,25,26,1931,22,2,Area1,3
24764,C4035,3,6,413,119,112,4202,115,2,Area1,1
5657,C4038,2,6,438,38,27,807,37,1,Area1,2
2875,C4039,2,5,251,14,11,1271,14,1,Area1,3
3554,C4040,5,22,421,9,11,373,2,2,Area1,2
4425,C4044,3,7,416,30,23,1872,29,2,Area1,1
5274,C4046,3,7,410,23,21,2910,20,1,Area1,2
3438,C4049,3,7,278,16,16,391,16,2,Area1,1
5625,C4054,2,8,132,12,11,392,6,1,Area1,3
6813,C4055,3,5,375,21,21,950,21,2,Area1,2
4500,C4067,3,7,154,6,6,304,2,2,Area1,3
3398,C4070,3,7,421,8,8,913,0,2,Area1,3
3188,C4075,4,7,310,15,13,3202,15,1,Area1,1
5125,C4080,2,6,411,17,17,661,17,2,Area1,3
2906,C4082,2,6,351,12,12,1854,12,2,Area1,3
2900,C4083,3,7,317,11,8,1044,10,2,Area1,3
7707,C4085,3,7,372,12,12,3292,12,2,Area1,3
2812,C4094,2,4,306,9,9,148,8,2,Area1,1
3250,C4097,2,7,367,16,13,1124,16,1,Area1,1
4750,C4101,2,4,286,9,8,161,5,2,Area1,1
3375,C4107,3,4,417,16,16,704,16,2,Area1,2
2930,C4109,2,7,336,10,10,109,5,2,Area1,3
7406,C4111,3,5,430,21,18,13928,15,2,Area1,1
4688,C4128,5,6,430,27,27,713,27,2,Area1,2
3687,C4136,3,5,424,20,20,4022,18,2,Area1,3
2938,C4141,4,9,228,9,8,828,9,1,Area1,3
3438,C4147,4,9,386,13,13,3377,13,2,Area1,3
2500,C4148,3,8,295,10,10,1447,10,2,Area1,1
4410,C4149,2,8,469,3,3,167,0,2,Area1,2
3063,C4152,3,7,206,19,16,166,19,2,Area1,2
4500,C4155,3,4,456,24,21,93,24,2,Area1,1
5813,C4156,3,5,163,29,22,129,29,2,Area1,3
6312,C4159,3,5,381,35,23,1275,33,2,Area1,3
2500,C4163,3,11,372,15,13,1900,15,1,Area1,1
4250,C4169,3,7,406,18,18,1339,18,2,Area1,2
2500,C4174,3,6,155,18,12,180,18,1,Area1,3
2813,C4177,4,8,145,9,9,435,9,2,Area1,3
